user_id,workspace_id,email,signup_date,account_tier,user_role,industry,team_size,signup_source,country,is_active,last_login_date
U000052,WS001482,jamesherrera@example.org,2024-03-02,free,member,tech,5,sales,Canada,False,2025-04-09
U000053,WS002365,dwhite@example.org,2024-03-16,free,member,marketing,10,paid_search,Canada,False,2025-04-10
U000054,WS000788,ramosmichelle@example.net,2025-01-30,free,member,tech,5,sales,UK,False,2025-03-30
U000055,WS000285,williamsyvette@example.org,2025-02-01,free,member,finance,5,organic,UK,False,2025-09-10
U000056,WS000188,housemelinda@example.org,2025-05-06,professional,member,marketing,5,referral,UK,True,2025-12-26
U000057,WS000934,ntucker@example.com,2025-05-31,free,member,tech,50,organic,US,False,2025-10-20
U000058,WS001186,martinaaron@example.com,2024-10-27,starter,member,retail,25,organic,Canada,False,2025-08-04
U000059,WS000327,sara74@example.com,2024-02-08,free,member,healthcare,5,organic,US,False,2024-09-21
U000060,WS000954,smoore@example.org,2024-01-01,starter,member,tech,5,paid_search,Australia,False,2025-05-26
U000061,WS000414,rileyamy@example.net,2024-05-13,starter,owner,education,5,sales,Germany,True,2025-12-27
U000062,WS001557,brian97@example.net,2024-08-16,free,member,retail,5,sales,Canada,False,2024-10-08
U000063,WS001139,brianromero@example.org,2025-10-17,starter,guest,retail,10,paid_search,UK,True,2025-12-30
U000064,WS001858,larsonemma@example.org,2024-12-13,starter,admin,education,100,sales,US,False,2025-06-15
U000065,WS001495,kwilson@example.org,2024-07-19,free,admin,education,50,referral,UK,False,2025-03-02
U000066,WS000667,harveyrobert@example.net,2024-09-12,free,guest,marketing,10,organic,US,False,2024-09-28
U000067,WS001517,sarah35@example.org,2025-01-08,starter,member,marketing,5,sales,Canada,True,2025-12-31
U000068,WS001456,randy47@example.com,2025-11-19,starter,admin,education,5,referral,US,True,2025-12-29
U000069,WS000859,smithchristine@example.net,2025-12-09,enterprise,member,education,50,referral,US,True,2025-12-27
U000070,WS001094,jonesjason@example.com,2024-03-25,free,admin,healthcare,5,paid_search,UK,False,2024-05-21
U000071,WS000293,sarahibarra@example.org,2024-12-13,free,member,retail,25,organic,US,False,2025-08-26
U000072,WS002496,justin78@example.net,2024-02-23,professional,admin,education,10,referral,Canada,False,2025-04-05
U000073,WS000701,cheryl80@example.net,2024-04-12,free,member,marketing,5,paid_search,UK,False,2025-02-06
U000074,WS002188,sarah12@example.com,2024-11-03,free,member,finance,10,referral,UK,False,2024-12-09
U000075,WS001003,prestonjulia@example.org,2024-07-02,starter,member,marketing,10,organic,Canada,False,2025-06-13
U000076,WS000670,juan35@example.org,2024-02-12,free,member,finance,5,paid_search,Germany,False,2024-08-19
U000077,WS001894,william40@example.org,2025-11-26,free,member,marketing,10,organic,Australia,True,2025-12-29
U000078,WS001555,ccalderon@example.org,2024-01-05,free,owner,tech,10,organic,UK,False,2025-06-28
U000079,WS001106,kellie42@example.net,2024-03-18,free,member,retail,5,referral,Australia,False,2024-11-28
U000080,WS002282,barnold@example.net,2024-12-02,free,member,healthcare,5,organic,UK,False,2025-03-31
U000081,WS000900,rodriguezsierra@example.net,2024-01-28,free,owner,finance,5,referral,Canada,False,2025-02-02
U000082,WS001329,amydavenport@example.net,2025-05-22,free,admin,tech,25,organic,US,False,2025-09-20
U000083,WS000230,russellwilliams@example.com,2024-09-29,free,admin,education,10,paid_search,Canada,False,2025-08-01
U000084,WS000939,nolanjason@example.org,2024-08-20,free,member,tech,10,organic,Australia,False,2024-12-15
U000085,WS000132,gomezanita@example.com,2025-06-01,professional,member,education,5,sales,Australia,True,2025-12-29
U000086,WS001293,sarayoung@example.org,2025-10-23,free,member,retail,5,organic,US,True,2025-12-28
U000087,WS001644,nicolejohnson@example.net,2024-08-30,free,member,healthcare,100,referral,US,False,2025-04-16
U000088,WS001097,kimberly63@example.com,2025-08-28,free,member,finance,10,organic,Germany,True,2025-12-31
U000089,WS000272,kristinrodriguez@example.org,2025-10-06,free,admin,healthcare,5,organic,UK,False,2025-10-31
U000090,WS000865,dwalker@example.com,2025-10-15,free,guest,education,10,organic,UK,True,2025-12-29
U000091,WS002324,lori33@example.org,2024-01-10,free,member,healthcare,5,paid_search,US,False,2024-01-29
U000092,WS001289,raymondramirez@example.org,2025-07-03,free,member,healthcare,100,organic,Canada,False,2025-08-27
U000093,WS000871,michael86@example.net,2024-05-16,free,member,retail,5,referral,Canada,False,2024-05-23
U000094,WS002045,sheila14@example.org,2024-08-16,free,admin,finance,10,paid_search,Germany,False,2025-03-23
U000095,WS001621,benjamin96@example.com,2025-08-23,professional,member,finance,10,paid_search,US,True,2025-12-25
U000096,WS001880,samuel81@example.com,2025-10-26,free,member,finance,10,paid_search,Canada,True,2025-12-30
U000097,WS000586,jonathanfletcher@example.org,2025-01-25,starter,member,education,10,referral,Canada,True,2025-12-28
U000098,WS001085,michaeljones@example.net,2025-02-23,enterprise,admin,tech,5,paid_search,UK,True,2025-12-27
U000099,WS000572,cindy14@example.net,2025-05-31,professional,member,healthcare,10,paid_search,Australia,True,2025-12-26
U000100,WS001011,elizabeth56@example.net,2025-10-09,free,member,finance,10,paid_search,Germany,False,2025-10-27
U000101,WS002300,angela36@example.net,2024-10-09,free,member,retail,10,paid_search,Canada,False,2025-09-10
U000102,WS002208,lbyrd@example.net,2025-01-30,professional,member,healthcare,10,organic,Germany,False,2025-09-03
U000103,WS001077,richard04@example.com,2024-05-12,professional,member,marketing,5,organic,US,True,2025-12-30
U000104,WS002395,russellcarpenter@example.net,2025-12-26,professional,guest,retail,5,referral,US,True,2025-12-27
U000105,WS001755,steven73@example.net,2025-07-20,free,owner,tech,5,referral,UK,True,2025-12-25
U000106,WS002391,yleon@example.net,2025-07-28,free,member,marketing,10,sales,Canada,True,2025-12-26
U000107,WS001636,donnacampbell@example.net,2024-06-27,free,member,tech,5,paid_search,UK,False,2024-12-30
U000108,WS001483,clarence34@example.org,2024-06-04,free,guest,tech,10,referral,Australia,False,2025-05-13
U000109,WS000899,dylanwilliams@example.com,2024-12-25,free,member,finance,5,referral,Australia,False,2025-05-21
U000110,WS000567,gibsonolivia@example.net,2024-10-31,free,owner,retail,25,paid_search,Germany,False,2024-11-25
U000111,WS002088,jennifercruz@example.com,2024-04-22,free,admin,education,5,referral,UK,False,2025-03-13
U000112,WS002022,dylanwatts@example.org,2025-04-02,professional,owner,healthcare,25,referral,US,True,2025-12-31
U000113,WS000373,zrobinson@example.net,2024-11-08,free,owner,retail,5,paid_search,Canada,False,2025-07-27
U000114,WS000193,pwilliams@example.org,2025-08-31,free,admin,retail,10,referral,Germany,True,2025-12-29
U000115,WS000450,danderson@example.net,2025-05-14,starter,member,marketing,5,organic,Canada,False,2025-07-14
U000116,WS000627,stephanie79@example.net,2025-09-15,free,member,tech,25,organic,UK,True,2025-12-28
U000117,WS000656,jrivas@example.com,2025-01-20,free,member,retail,25,organic,Australia,False,2025-02-15
U000118,WS001730,juliawells@example.com,2025-05-14,enterprise,member,finance,50,referral,US,True,2025-12-31
U000119,WS002443,maryramirez@example.net,2024-04-24,free,member,tech,5,referral,Germany,False,2025-07-24
U000120,WS000261,rsims@example.com,2025-10-27,free,member,retail,50,organic,Germany,False,2025-11-25
U000121,WS001577,reevesjimmy@example.com,2024-02-10,free,member,healthcare,5,organic,Australia,False,2024-07-18
U000122,WS001564,patricia12@example.org,2024-01-27,professional,member,tech,10,paid_search,US,True,2025-12-30
U000123,WS002441,patrickhernandez@example.org,2025-04-20,starter,admin,finance,5,organic,Canada,False,2025-09-03
U000124,WS001918,perrymark@example.com,2024-01-29,free,guest,finance,5,paid_search,UK,False,2025-06-30
U000125,WS002168,abrown@example.com,2024-02-24,starter,member,marketing,5,organic,Canada,True,2025-12-27
U000126,WS001030,gateskathy@example.com,2024-08-31,free,admin,tech,25,organic,US,False,2025-09-06
U000127,WS002267,wsmith@example.com,2024-10-22,starter,member,finance,25,referral,Germany,False,2025-02-09
U000128,WS000048,acastaneda@example.net,2025-03-10,free,member,finance,50,organic,UK,False,2025-04-04
U000129,WS000470,tracynelson@example.com,2025-07-22,free,guest,finance,25,referral,Australia,False,2025-09-28
U000130,WS002200,priceelizabeth@example.com,2025-01-08,starter,member,finance,100,sales,UK,True,2025-12-30
U000131,WS001093,marycalhoun@example.net,2024-01-16,professional,guest,retail,5,referral,Canada,False,2024-04-17
U000132,WS001394,meadowsbrittany@example.net,2025-11-18,free,member,retail,5,paid_search,Canada,True,2025-12-27
U000133,WS000457,millerroy@example.com,2025-05-04,starter,member,education,5,paid_search,UK,True,2025-12-29
U000134,WS001203,brentgray@example.org,2024-07-01,free,member,education,10,referral,US,False,2025-07-18
U000135,WS001781,wmurphy@example.com,2024-01-16,free,owner,marketing,250,organic,Australia,False,2025-04-16
U000136,WS000648,karen64@example.org,2024-05-20,free,guest,healthcare,5,organic,Australia,False,2025-06-09
U000137,WS001859,ismith@example.org,2025-11-27,free,member,tech,5,paid_search,US,True,2025-12-31
U000138,WS000014,jeffrey10@example.org,2025-11-19,free,member,marketing,5,organic,US,True,2025-12-26
U000139,WS001079,jamessmith@example.org,2025-08-07,free,admin,marketing,25,organic,Germany,False,2025-10-20
U000140,WS002051,davidcaldwell@example.net,2025-12-10,enterprise,guest,marketing,5,sales,Canada,True,2025-12-29
U000141,WS000732,stevenscott@example.com,2025-08-06,professional,member,retail,5,organic,UK,True,2025-12-27
U000142,WS002080,catherinestuart@example.net,2025-05-20,starter,member,tech,10,paid_search,US,False,2025-05-31
U000143,WS000436,stricklandfrank@example.com,2025-07-26,free,member,finance,25,organic,Australia,False,2025-10-22
U000144,WS001223,lanesarah@example.net,2024-03-29,free,member,finance,5,paid_search,Canada,False,2024-07-11
U000145,WS002080,tsanders@example.org,2024-11-27,free,member,finance,5,organic,Canada,False,2024-12-28
U000146,WS002495,vargasmaria@example.org,2024-06-24,free,admin,healthcare,5,referral,Australia,False,2025-05-12
U000147,WS000815,terrykevin@example.net,2024-08-11,free,member,marketing,10,referral,US,False,2025-07-06
U000148,WS000627,hoganashlee@example.org,2024-09-18,free,member,finance,5,organic,Australia,False,2024-12-25
U000149,WS001532,amanda51@example.net,2024-12-10,professional,member,education,50,referral,Canada,False,2025-05-20
U000150,WS000662,alexander67@example.org,2024-01-31,starter,admin,marketing,25,referral,Australia,False,2025-02-03
U000151,WS002210,oyu@example.com,2025-06-07,free,member,tech,10,organic,Germany,False,2025-07-29
U000152,WS002173,ryangross@example.net,2025-03-23,free,admin,marketing,10,referral,Germany,False,2025-06-07
U000153,WS000003,christina87@example.com,2025-07-25,free,guest,healthcare,5,organic,US,True,2025-12-26
U000154,WS002454,lpetersen@example.com,2025-06-07,free,member,finance,50,sales,Australia,False,2025-07-05
U000155,WS001328,melissa14@example.com,2025-12-16,starter,member,education,5,organic,Canada,True,2025-12-27
U000156,WS002002,karenhudson@example.net,2025-04-03,starter,member,healthcare,10,paid_search,Australia,False,2025-09-30
U000157,WS000080,frogers@example.com,2024-06-05,free,member,retail,5,referral,Germany,False,2024-12-03
U000158,WS000459,tonykelly@example.com,2025-03-15,free,member,retail,25,paid_search,Canada,True,2025-12-27
U000159,WS001487,joshua94@example.net,2024-09-13,free,admin,tech,10,organic,Germany,False,2025-02-28
U000160,WS001260,blackjames@example.org,2024-07-26,free,owner,finance,25,referral,Canada,False,2024-12-24
U000161,WS000981,wfreeman@example.org,2024-12-14,free,member,retail,5,organic,Germany,False,2025-02-04
U000162,WS000238,fbrewer@example.com,2025-06-04,free,member,education,5,referral,Canada,False,2025-08-12
U000163,WS000987,davisjeffrey@example.net,2024-03-04,free,member,marketing,10,paid_search,Canada,False,2024-12-09
U000164,WS002324,kevinperkins@example.com,2024-10-27,starter,owner,retail,25,organic,Germany,True,2025-12-31
U000165,WS000323,ronald85@example.com,2024-02-15,free,admin,tech,10,organic,Germany,False,2024-05-17
U000166,WS000351,qnelson@example.org,2024-01-02,free,member,marketing,100,organic,UK,False,2024-05-03
U000167,WS001991,griffithleslie@example.net,2024-05-22,free,guest,education,25,organic,US,False,2025-03-29
U000168,WS000284,jamesrodgers@example.com,2024-12-24,starter,member,marketing,10,referral,Canada,False,2025-07-22
U000169,WS002182,tina34@example.org,2025-01-17,free,member,retail,10,paid_search,US,True,2025-12-28
U000170,WS000516,harry08@example.org,2025-11-30,starter,admin,education,10,paid_search,Canada,False,2025-12-18
U000171,WS000526,brandon08@example.com,2025-07-20,free,member,finance,5,organic,Canada,True,2025-12-27
U000172,WS001947,danamullins@example.org,2025-10-23,free,member,marketing,10,organic,US,True,2025-12-29
U000173,WS002252,andrewstaylor@example.com,2024-11-27,free,member,healthcare,10,referral,Germany,True,2025-12-30
U000174,WS000677,jack04@example.com,2024-05-31,free,member,education,5,paid_search,UK,False,2024-09-19
U000175,WS001086,shortrichard@example.org,2024-10-21,free,member,finance,10,paid_search,US,False,2025-06-30
U000176,WS002162,hernandezlisa@example.com,2025-06-03,free,admin,retail,10,paid_search,Australia,False,2025-07-21
U000177,WS002485,mcknightdavid@example.com,2025-07-06,free,member,tech,10,organic,US,True,2025-12-25
U000178,WS001734,kimberlyjames@example.com,2024-01-28,free,member,healthcare,100,paid_search,Canada,False,2025-04-27
U000179,WS000868,michelle64@example.net,2024-01-10,free,member,healthcare,10,sales,US,False,2025-01-11
U000180,WS002209,lynchjody@example.org,2025-07-29,free,member,education,10,referral,Germany,False,2025-11-19
U000181,WS000824,josephmiller@example.org,2024-06-04,professional,admin,marketing,100,organic,Australia,True,2025-12-29
U000182,WS001277,andreamoore@example.com,2024-01-20,free,member,education,5,organic,Canada,False,2024-03-01
U000183,WS001635,enorris@example.com,2024-07-24,starter,guest,finance,5,organic,Australia,False,2025-03-29
U000184,WS001530,halljasmine@example.net,2024-07-03,free,member,healthcare,10,organic,Australia,False,2025-09-09
U000185,WS001795,ojones@example.com,2024-11-03,starter,guest,tech,25,organic,Australia,False,2024-11-17
U000186,WS002120,ronaldstephens@example.net,2025-05-09,free,guest,finance,10,paid_search,US,False,2025-07-09
U000187,WS001850,rebekahserrano@example.org,2025-06-21,professional,admin,tech,10,paid_search,Canada,True,2025-12-28
U000188,WS000496,martinkyle@example.net,2024-10-13,starter,member,retail,10,sales,US,False,2024-12-27
U000189,WS001016,scott74@example.net,2024-06-09,free,owner,tech,5,paid_search,Germany,False,2024-08-27
U000190,WS000921,gbender@example.net,2025-09-05,free,member,finance,50,organic,US,True,2025-12-27
U000191,WS000263,mkim@example.org,2025-12-25,free,member,finance,5,paid_search,US,True,2025-12-25
U000192,WS001385,mnavarro@example.com,2025-05-11,free,member,retail,10,referral,US,False,2025-05-28
U000193,WS000087,davissuzanne@example.net,2024-01-03,free,member,education,25,organic,Australia,False,2025-04-03
U000194,WS002410,keyemily@example.com,2024-10-30,free,member,retail,25,referral,Canada,False,2025-08-03
U000195,WS002269,hinesgregory@example.net,2024-01-21,free,member,tech,10,organic,Germany,False,2024-05-23
U000196,WS000943,lmoon@example.net,2024-05-20,free,member,education,5,organic,Germany,False,2025-06-11
U000197,WS002411,fwalters@example.org,2024-10-17,free,member,tech,100,referral,Canada,False,2025-03-30
U000198,WS000903,vbailey@example.com,2024-09-19,starter,member,tech,10,organic,Germany,False,2025-03-03
U000199,WS000030,hodgemark@example.net,2024-03-24,free,member,education,10,sales,Australia,False,2025-04-19
U000200,WS000291,zroberts@example.net,2025-12-26,free,member,marketing,5,sales,US,True,2025-12-25
U000201,WS000242,gibsonleonard@example.com,2024-06-02,free,member,healthcare,10,referral,Canada,False,2024-11-07
U000202,WS000938,cordovarichard@example.net,2025-11-06,free,admin,finance,50,paid_search,Australia,True,2025-12-27
U000203,WS000277,sandovalamy@example.com,2025-10-23,free,admin,finance,5,organic,Australia,True,2025-12-28
U000204,WS000129,lopezmichael@example.com,2025-03-16,free,member,marketing,10,paid_search,US,True,2025-12-29
U000205,WS001354,nwolf@example.com,2025-04-03,enterprise,member,retail,10,organic,Germany,True,2025-12-29
U000206,WS000291,sarakim@example.net,2024-12-18,free,member,healthcare,10,referral,Germany,False,2025-03-04
U000207,WS002106,omartinez@example.net,2025-05-31,free,member,marketing,10,organic,UK,False,2025-06-14
U000208,WS000975,jennifercollins@example.org,2024-09-15,free,member,tech,250,paid_search,Germany,False,2025-03-12
U000209,WS001141,hdavis@example.com,2024-09-20,free,member,tech,5,paid_search,US,False,2025-08-25
U000210,WS001989,hollanderic@example.net,2024-02-24,starter,guest,education,5,sales,Australia,False,2025-07-29
U000211,WS000878,william46@example.com,2024-09-04,free,owner,retail,5,referral,US,False,2025-02-06
U000212,WS002209,jsanchez@example.org,2025-04-04,starter,admin,marketing,5,organic,UK,True,2025-12-26
U000213,WS000542,mlee@example.net,2025-03-24,free,guest,marketing,10,sales,Canada,False,2025-08-28
U000214,WS002339,michellehill@example.com,2024-05-22,enterprise,member,tech,5,referral,Canada,True,2025-12-30
U000215,WS002361,sarah84@example.org,2024-06-06,professional,admin,healthcare,25,organic,Canada,True,2025-12-26
U000216,WS001937,jessica99@example.net,2025-07-31,free,guest,marketing,25,organic,US,False,2025-10-23
U000217,WS000996,cgrimes@example.net,2024-06-12,starter,member,education,5,sales,US,False,2025-05-20
U000218,WS001938,jreed@example.net,2025-10-14,free,member,healthcare,5,referral,Germany,False,2025-11-23
U000219,WS001668,ugibson@example.org,2025-10-14,professional,admin,retail,5,organic,UK,True,2025-12-27
U000220,WS000780,ashleyhall@example.com,2024-02-29,free,member,marketing,5,paid_search,UK,False,2025-08-05
U000221,WS000387,floresthomas@example.com,2024-09-09,starter,admin,education,5,organic,Canada,False,2024-12-07
U000222,WS000398,ymcneil@example.net,2024-09-19,starter,member,tech,5,organic,Australia,False,2025-06-12
U000223,WS001766,tylerjohnson@example.net,2025-02-23,free,member,retail,10,organic,Canada,False,2025-05-03
U000224,WS001452,molly71@example.net,2024-04-01,free,guest,marketing,5,paid_search,Australia,False,2024-07-02
U000225,WS001735,jsmith@example.com,2025-10-11,starter,admin,education,25,paid_search,Australia,False,2025-10-22
U000226,WS001684,charlesharrington@example.com,2024-12-03,free,member,education,25,organic,UK,False,2025-06-15
U000227,WS001913,cindy61@example.com,2025-05-24,free,member,tech,10,referral,UK,False,2025-08-20
U000228,WS000222,ofinley@example.net,2024-01-21,professional,member,tech,50,referral,Australia,False,2024-08-06
U000229,WS000404,cbrennan@example.net,2024-04-06,starter,member,healthcare,10,paid_search,Canada,False,2025-06-30
U000230,WS000249,younggabrielle@example.com,2025-12-26,starter,member,education,5,referral,US,True,2025-12-28
U000231,WS001650,juliehamilton@example.org,2024-03-27,starter,member,tech,5,organic,US,False,2025-08-20
U000232,WS001390,wallaceheather@example.org,2025-10-06,free,admin,finance,100,sales,Canada,True,2025-12-25
U000233,WS000448,nguyenbrian@example.com,2025-06-23,free,member,marketing,5,organic,Germany,False,2025-07-04
U000234,WS001019,ryan38@example.com,2024-12-02,free,admin,healthcare,25,paid_search,UK,False,2025-01-26
U000235,WS000785,georgemiller@example.com,2024-04-28,free,admin,finance,100,paid_search,Australia,True,2025-12-27
U000236,WS000780,tyleraguilar@example.org,2024-06-08,starter,admin,marketing,5,sales,US,True,2025-12-28
U000237,WS002197,dlittle@example.com,2025-10-26,free,member,retail,5,sales,Germany,True,2025-12-30
U000238,WS001838,nolansteven@example.com,2024-10-14,free,member,tech,5,paid_search,Australia,False,2025-02-19
U000239,WS000575,charleslandry@example.net,2025-01-31,free,member,healthcare,5,organic,Canada,True,2025-12-26
U000240,WS001729,danielle64@example.com,2024-12-10,professional,admin,healthcare,25,organic,Canada,False,2025-08-31
U000241,WS000752,james67@example.org,2025-02-10,starter,member,tech,10,organic,Canada,True,2025-12-29
U000242,WS001141,patrickhoward@example.com,2024-01-23,starter,member,education,5,paid_search,US,True,2025-12-25
U000243,WS001895,andrew64@example.org,2024-09-17,professional,member,marketing,5,paid_search,Canada,False,2025-05-05
U000244,WS001024,lozanojulie@example.com,2024-03-06,free,member,marketing,25,organic,US,False,2025-07-25
U000245,WS000309,catherinegomez@example.net,2024-01-14,starter,member,finance,25,paid_search,Canada,False,2024-02-09
U000246,WS001816,christinebyrd@example.net,2024-04-10,free,member,retail,10,organic,Australia,False,2024-08-26
U000247,WS002255,courtneyberger@example.net,2025-02-08,free,member,healthcare,10,referral,Australia,False,2025-08-21
U000248,WS000402,parkerscott@example.net,2025-06-09,starter,member,retail,10,paid_search,Canada,False,2025-08-09
U000249,WS000208,jessica14@example.com,2024-06-07,free,owner,retail,10,referral,UK,False,2025-04-28
U000250,WS002215,ithompson@example.net,2024-04-26,starter,member,retail,5,paid_search,UK,False,2025-07-08
U000251,WS000061,alyssa42@example.com,2025-09-19,free,guest,healthcare,5,organic,Germany,True,2025-12-25
U000252,WS000383,scoffey@example.net,2025-10-21,starter,guest,healthcare,5,paid_search,Australia,False,2025-11-02
U000253,WS000969,linda71@example.org,2025-05-19,free,owner,tech,10,paid_search,US,True,2025-12-29
U000254,WS000682,michelleramsey@example.com,2025-07-16,professional,admin,education,25,organic,US,True,2025-12-26
U000255,WS001665,christopher60@example.com,2024-03-14,professional,owner,marketing,50,referral,Germany,True,2025-12-30
U000256,WS001990,gibsonemily@example.net,2024-06-30,free,member,tech,100,organic,Germany,False,2024-09-01
U000257,WS001972,brenda51@example.net,2025-09-09,free,admin,retail,5,organic,UK,False,2025-10-20
U000258,WS000876,thomasharvey@example.net,2025-12-29,starter,member,finance,5,sales,US,True,2025-12-27
U000259,WS001643,rose31@example.net,2025-06-16,free,owner,marketing,25,paid_search,Australia,False,2025-06-29
U000260,WS000241,tblankenship@example.net,2025-03-01,starter,member,marketing,100,organic,UK,True,2025-12-26
U000261,WS000675,cwilson@example.org,2024-10-31,free,member,tech,5,referral,UK,True,2025-12-28
U000262,WS001553,wendy11@example.org,2024-11-22,starter,admin,marketing,10,paid_search,US,False,2025-04-29
U000263,WS000009,paulwatson@example.net,2025-06-12,starter,member,education,5,paid_search,US,False,2025-09-24
U000264,WS001600,umatthews@example.org,2024-03-06,free,member,retail,5,referral,Germany,False,2025-05-21
U000265,WS001087,fpena@example.net,2025-07-24,free,member,education,5,organic,Germany,False,2025-10-01
U000266,WS001864,rcrosby@example.org,2024-08-01,free,member,healthcare,5,sales,UK,False,2024-10-25
U000267,WS001169,jeff73@example.com,2024-01-26,free,member,healthcare,10,paid_search,Germany,False,2024-10-12
