user_id,workspace_id,email,signup_date,account_tier,user_role,industry,team_size,signup_source,country,is_active,last_login_date
u_39,ws_1936,sarahcampos@example.net,2024-01-20,starter,guest,finance,18,sales,USA,False,2024-01-21
u_40,ws_1077,jenniferross@example.net,2025-01-21,enterprise,admin,retail,29,paid_search,UK,True,2025-12-31
u_41,ws_42,samuel87@example.org,2025-08-08,enterprise,admin,marketing,22,paid_search,France,True,2025-12-31
u_42,ws_1567,jeffreymorgan@example.net,2024-04-15,starter,guest,tech,27,sales,USA,True,2025-12-31
u_43,ws_1932,briannasmith@example.net,2025-06-10,free,admin,education,8,organic,USA,True,2025-12-31
u_44,ws_2194,perezrebecca@example.com,2024-06-14,professional,guest,tech,44,organic,USA,False,2024-07-04
u_45,ws_849,palmerjoshua@example.com,2024-06-26,free,admin,marketing,5,referral,USA,False,2024-09-07
u_46,ws_1577,ambercummings@example.net,2024-03-08,free,admin,retail,11,referral,UK,False,2024-05-15
u_47,ws_1903,esanchez@example.com,2024-12-24,professional,owner,marketing,8,paid_search,USA,True,2025-12-31
u_48,ws_1854,clintonhopkins@example.com,2025-04-21,starter,guest,education,18,referral,USA,True,2025-12-31
u_49,ws_1151,ujenkins@example.org,2025-12-11,free,member,marketing,28,referral,USA,True,2025-12-31
u_50,ws_1561,brownjessica@example.org,2025-03-01,free,owner,tech,5,paid_search,Canada,False,2025-03-14
u_51,ws_1729,jamesherrera@example.org,2024-05-23,starter,owner,marketing,23,referral,Canada,False,2024-07-03
u_52,ws_2132,dwhite@example.org,2025-02-19,professional,owner,tech,36,sales,USA,True,2025-12-31
u_53,ws_1253,ramosmichelle@example.net,2024-04-05,professional,owner,finance,27,organic,USA,True,2025-12-31
u_54,ws_1728,williamsyvette@example.org,2024-11-25,free,member,healthcare,7,referral,USA,False,2024-12-05
u_55,ws_2317,housemelinda@example.org,2025-07-03,starter,member,tech,26,paid_search,UK,True,2025-12-31
u_56,ws_1354,ntucker@example.com,2024-09-09,free,member,healthcare,16,paid_search,USA,False,2024-09-29
u_57,ws_2465,martinaaron@example.com,2024-11-05,starter,guest,tech,37,paid_search,UK,False,2025-01-02
u_58,ws_1437,sara74@example.com,2024-10-07,starter,member,tech,34,referral,USA,False,2024-10-15
u_59,ws_1259,smoore@example.org,2025-04-09,starter,owner,tech,37,paid_search,USA,True,2025-12-31
u_60,ws_1885,rileyamy@example.net,2025-11-07,free,owner,tech,36,referral,USA,True,2025-12-31
u_61,ws_714,brian97@example.net,2025-10-09,starter,admin,finance,1,referral,USA,True,2025-12-31
u_62,ws_93,brianromero@example.org,2025-07-13,free,guest,tech,46,sales,Australia,False,2025-10-05
u_63,ws_204,larsonemma@example.org,2025-01-15,professional,owner,tech,49,sales,Germany,True,2025-12-31
u_64,ws_767,kwilson@example.org,2025-02-13,professional,member,finance,37,sales,UK,False,2025-04-12
u_65,ws_1746,harveyrobert@example.net,2024-03-17,free,admin,healthcare,25,paid_search,Australia,False,2024-05-22
u_66,ws_981,sarah35@example.org,2025-12-17,enterprise,owner,healthcare,22,sales,UK,True,2025-12-31
u_67,ws_2399,randy47@example.com,2025-06-28,enterprise,admin,tech,39,referral,Australia,False,2025-07-11
u_68,ws_623,smithchristine@example.net,2025-10-17,enterprise,guest,tech,45,sales,USA,True,2025-12-31
u_69,ws_1026,jonesjason@example.com,2025-09-28,starter,guest,healthcare,7,referral,USA,True,2025-12-31
u_70,ws_1012,sarahibarra@example.org,2024-06-25,enterprise,member,tech,36,paid_search,USA,True,2025-12-31
u_71,ws_1312,justin78@example.net,2024-11-27,professional,admin,tech,43,paid_search,USA,False,2024-12-20
u_72,ws_1486,cheryl80@example.net,2024-07-17,starter,admin,tech,45,paid_search,UK,False,2024-09-19
u_73,ws_2296,sarah12@example.com,2024-09-02,starter,owner,tech,41,sales,USA,False,2024-11-03
u_74,ws_1336,prestonjulia@example.org,2024-03-06,free,admin,tech,10,organic,USA,False,2024-03-31
u_75,ws_1889,juan35@example.org,2024-12-08,professional,guest,tech,7,paid_search,France,False,2024-12-16
u_76,ws_1199,william40@example.org,2025-09-19,enterprise,member,finance,38,paid_search,Canada,True,2025-12-31
u_77,ws_309,ccalderon@example.org,2024-10-18,free,admin,tech,9,organic,USA,False,2024-12-24
u_78,ws_1510,kellie42@example.net,2025-09-14,starter,member,tech,21,organic,France,True,2025-12-31
u_79,ws_132,barnold@example.net,2025-08-05,starter,member,marketing,1,referral,UK,True,2025-12-31
u_80,ws_2158,rodriguezsierra@example.net,2024-03-16,starter,admin,marketing,5,organic,USA,False,2024-05-28
u_81,ws_1190,amydavenport@example.net,2025-10-03,enterprise,owner,tech,28,organic,Australia,False,2025-10-19
u_82,ws_923,russellwilliams@example.com,2024-02-21,starter,admin,marketing,37,referral,USA,True,2025-12-31
u_83,ws_652,nolanjason@example.org,2025-11-10,free,admin,finance,4,sales,Australia,False,2025-12-24
u_84,ws_416,gomezanita@example.com,2025-10-25,starter,admin,finance,23,sales,France,True,2025-12-31
u_85,ws_147,sarayoung@example.org,2024-12-30,free,admin,marketing,18,sales,USA,False,2025-01-17
u_86,ws_2031,nicolejohnson@example.net,2024-08-16,enterprise,owner,marketing,46,referral,USA,False,2024-09-06
u_87,ws_1343,kimberly63@example.com,2025-12-13,starter,owner,healthcare,46,referral,USA,True,2025-12-31
u_88,ws_1375,kristinrodriguez@example.org,2025-11-19,enterprise,member,education,47,sales,Australia,True,2025-12-31
u_89,ws_836,dwalker@example.com,2025-01-23,free,admin,healthcare,20,paid_search,Australia,False,2025-02-01
u_90,ws_2481,lori33@example.org,2024-05-23,enterprise,admin,marketing,33,paid_search,USA,False,2024-05-24
u_91,ws_1423,raymondramirez@example.org,2024-07-25,professional,admin,marketing,21,organic,UK,True,2025-12-31
u_92,ws_1206,michael86@example.net,2025-02-02,free,admin,tech,24,referral,Germany,False,2025-03-01
u_93,ws_1750,sheila14@example.org,2025-05-11,free,member,tech,14,organic,USA,False,2025-05-25
u_94,ws_361,benjamin96@example.com,2024-04-02,starter,member,healthcare,21,referral,USA,False,2024-06-22
u_95,ws_1215,samuel81@example.com,2025-11-02,professional,admin,marketing,23,sales,USA,True,2025-12-31
u_96,ws_1426,jonathanfletcher@example.org,2025-10-25,professional,admin,marketing,21,referral,France,True,2025-12-31
u_97,ws_2458,michaeljones@example.net,2025-08-07,enterprise,owner,education,24,referral,Germany,True,2025-12-31
u_98,ws_1451,cindy14@example.net,2025-10-11,free,admin,marketing,6,referral,Canada,True,2025-12-31
u_99,ws_742,elizabeth56@example.net,2025-08-04,free,member,tech,9,paid_search,Australia,False,2025-09-17
u_100,ws_1299,angela36@example.net,2024-11-30,free,admin,marketing,23,sales,Australia,False,2024-12-10
u_101,ws_252,lbyrd@example.net,2024-10-21,enterprise,admin,tech,30,referral,USA,False,2024-12-27
u_102,ws_1748,richard04@example.com,2024-04-10,professional,owner,tech,17,referral,Canada,True,2025-12-31
u_103,ws_873,russellcarpenter@example.net,2025-01-15,free,owner,tech,17,sales,USA,True,2025-12-31
u_104,ws_1835,steven73@example.net,2025-03-10,free,admin,education,10,organic,USA,False,2025-03-26
u_105,ws_568,yleon@example.net,2025-07-27,starter,admin,tech,37,paid_search,USA,True,2025-12-31
u_106,ws_1607,donnacampbell@example.net,2024-01-30,starter,owner,tech,36,organic,USA,False,2024-03-27
u_107,ws_1822,clarence34@example.org,2024-09-25,enterprise,owner,finance,47,sales,UK,True,2025-12-31
u_108,ws_350,dylanwilliams@example.com,2024-06-28,free,guest,tech,14,sales,Germany,False,2024-07-13
u_109,ws_773,gibsonolivia@example.net,2025-05-24,professional,guest,marketing,39,referral,Germany,True,2025-12-31
u_110,ws_1248,jennifercruz@example.com,2025-02-15,enterprise,guest,tech,45,referral,Australia,True,2025-12-31
u_111,ws_106,dylanwatts@example.org,2025-01-16,professional,admin,education,23,paid_search,USA,False,2025-04-10
u_112,ws_1561,zrobinson@example.net,2024-07-28,starter,owner,tech,5,sales,Canada,True,2025-12-31
u_113,ws_1658,pwilliams@example.org,2024-11-04,professional,guest,education,7,paid_search,USA,True,2025-12-31
u_114,ws_1879,danderson@example.net,2024-09-09,free,owner,tech,2,referral,USA,False,2024-09-28
u_115,ws_2169,stephanie79@example.net,2024-07-29,free,admin,education,2,sales,USA,True,2025-12-31
u_116,ws_81,jrivas@example.com,2025-05-06,free,guest,tech,14,organic,USA,False,2025-07-13
u_117,ws_1596,juliawells@example.com,2024-05-02,starter,member,retail,8,paid_search,UK,False,2024-07-08
u_118,ws_2040,maryramirez@example.net,2024-03-29,free,owner,tech,20,paid_search,USA,False,2024-04-25
u_119,ws_1717,rsims@example.com,2024-09-13,free,owner,marketing,9,organic,Canada,False,2024-11-20
u_120,ws_270,reevesjimmy@example.com,2025-06-03,starter,member,education,44,paid_search,USA,True,2025-12-31
u_121,ws_358,patricia12@example.org,2025-10-11,free,member,tech,21,paid_search,USA,True,2025-12-31
u_122,ws_1284,patrickhernandez@example.org,2024-07-17,starter,admin,finance,18,organic,France,False,2024-10-13
u_123,ws_1046,perrymark@example.com,2025-07-13,free,guest,tech,41,referral,USA,False,2025-08-23
u_124,ws_202,abrown@example.com,2024-11-20,enterprise,member,tech,21,referral,USA,True,2025-12-31
u_125,ws_760,gateskathy@example.com,2025-08-13,starter,guest,tech,43,sales,USA,False,2025-11-07
u_126,ws_1244,wsmith@example.com,2024-03-13,professional,member,healthcare,48,sales,USA,False,2024-03-31
u_127,ws_1952,acastaneda@example.net,2025-09-06,free,guest,healthcare,48,sales,USA,False,2025-10-07
u_128,ws_441,tracynelson@example.com,2024-08-04,professional,guest,healthcare,29,sales,USA,True,2025-12-31
u_129,ws_1734,priceelizabeth@example.com,2024-12-21,professional,member,marketing,28,referral,USA,False,2025-01-29
u_130,ws_1088,marycalhoun@example.net,2025-05-30,professional,admin,marketing,15,paid_search,UK,True,2025-12-31
u_131,ws_2005,meadowsbrittany@example.net,2025-01-29,free,guest,tech,18,referral,USA,False,2025-03-06
u_132,ws_729,millerroy@example.com,2024-08-27,professional,member,marketing,14,paid_search,Germany,True,2025-12-31
u_133,ws_384,brentgray@example.org,2025-09-21,free,admin,finance,7,organic,Australia,False,2025-10-22
u_134,ws_1710,wmurphy@example.com,2025-10-01,free,guest,marketing,16,paid_search,USA,False,2025-11-06
u_135,ws_1087,karen64@example.org,2025-07-13,free,guest,marketing,14,organic,Germany,False,2025-08-03
u_136,ws_256,ismith@example.org,2025-07-30,starter,admin,education,6,organic,Australia,True,2025-12-31
u_137,ws_1440,jeffrey10@example.org,2024-12-22,starter,owner,tech,42,sales,USA,True,2025-12-31
u_138,ws_432,jamessmith@example.org,2025-03-06,professional,guest,marketing,45,sales,Germany,True,2025-12-31
u_139,ws_901,davidcaldwell@example.net,2025-08-23,free,owner,healthcare,28,referral,UK,False,2025-08-26
u_140,ws_315,stevenscott@example.com,2025-02-16,enterprise,owner,tech,24,sales,USA,True,2025-12-31
u_141,ws_1389,catherinestuart@example.net,2025-02-23,professional,guest,tech,40,sales,USA,True,2025-12-31
u_142,ws_433,stricklandfrank@example.com,2025-10-04,starter,owner,marketing,16,paid_search,Canada,True,2025-12-31
u_143,ws_45,lanesarah@example.net,2024-06-18,professional,admin,marketing,28,sales,USA,False,2024-07-08
u_144,ws_636,tsanders@example.org,2025-12-04,free,owner,marketing,33,sales,Australia,True,2025-12-31
u_145,ws_712,vargasmaria@example.org,2025-12-26,starter,guest,healthcare,47,organic,USA,True,2025-12-31
u_146,ws_213,terrykevin@example.net,2024-03-14,starter,admin,finance,15,referral,USA,False,2024-03-26
u_147,ws_2079,hoganashlee@example.org,2024-06-08,enterprise,owner,tech,23,organic,USA,True,2025-12-31
u_148,ws_1481,amanda51@example.net,2024-03-20,free,member,tech,42,referral,USA,False,2024-06-17
u_149,ws_111,alexander67@example.org,2024-10-18,enterprise,owner,tech,37,referral,UK,False,2024-11-04
u_150,ws_1896,oyu@example.com,2025-04-30,professional,member,finance,38,referral,UK,True,2025-12-31
u_151,ws_1572,ryangross@example.net,2025-09-16,free,admin,healthcare,5,organic,UK,False,2025-12-10
u_152,ws_146,christina87@example.com,2024-05-01,starter,member,marketing,35,paid_search,Australia,True,2025-12-31
u_153,ws_2110,lpetersen@example.com,2025-05-18,starter,member,healthcare,21,organic,Canada,True,2025-12-31
u_154,ws_1345,melissa14@example.com,2025-11-10,professional,owner,marketing,31,referral,USA,True,2025-12-31
u_155,ws_1212,karenhudson@example.net,2025-04-08,enterprise,guest,education,42,sales,France,True,2025-12-31
u_156,ws_1450,frogers@example.com,2025-09-29,professional,member,finance,47,sales,USA,True,2025-12-31
u_157,ws_2242,tonykelly@example.com,2025-10-31,free,owner,tech,10,referral,USA,True,2025-12-31
u_158,ws_2028,joshua94@example.net,2025-07-19,free,member,healthcare,1,paid_search,USA,True,2025-12-31
u_159,ws_2289,blackjames@example.org,2024-07-21,starter,member,healthcare,37,organic,UK,True,2025-12-31
u_160,ws_765,wfreeman@example.org,2025-01-18,starter,admin,marketing,14,paid_search,Germany,False,2025-03-07
u_161,ws_46,fbrewer@example.com,2025-12-18,free,owner,education,1,referral,USA,False,2026-01-06
u_162,ws_2181,davisjeffrey@example.net,2025-09-10,starter,member,education,42,paid_search,USA,False,2025-09-22
u_163,ws_1909,kevinperkins@example.com,2024-08-22,starter,admin,tech,21,sales,USA,True,2025-12-31
u_164,ws_656,ronald85@example.com,2024-03-30,professional,owner,marketing,35,referral,USA,False,2024-03-31
u_165,ws_1556,qnelson@example.org,2024-02-21,free,guest,marketing,6,paid_search,Germany,False,2024-04-05
u_166,ws_831,griffithleslie@example.net,2024-08-19,professional,owner,marketing,35,sales,USA,False,2024-09-16
u_167,ws_1074,jamesrodgers@example.com,2025-11-23,free,admin,tech,20,referral,USA,False,2026-01-29
u_168,ws_1001,tina34@example.org,2024-07-02,enterprise,owner,tech,37,paid_search,USA,False,2024-09-04
u_169,ws_478,harry08@example.org,2025-07-24,free,owner,retail,17,referral,USA,True,2025-12-31
u_170,ws_2332,brandon08@example.com,2025-08-23,free,owner,education,12,paid_search,USA,False,2025-08-27
u_171,ws_2033,danamullins@example.org,2025-02-20,free,owner,tech,8,referral,UK,False,2025-05-16
u_172,ws_451,andrewstaylor@example.com,2024-10-03,enterprise,owner,marketing,22,paid_search,Canada,False,2024-10-29
u_173,ws_2341,jack04@example.com,2025-08-22,professional,member,finance,23,organic,France,False,2025-10-21
u_174,ws_1779,shortrichard@example.org,2024-03-01,professional,admin,finance,30,paid_search,UK,True,2025-12-31
u_175,ws_1904,hernandezlisa@example.com,2024-05-21,professional,member,marketing,12,referral,USA,False,2024-06-02
u_176,ws_1446,mcknightdavid@example.com,2025-02-20,free,guest,tech,8,referral,France,False,2025-03-23
u_177,ws_984,kimberlyjames@example.com,2024-04-21,professional,guest,tech,34,paid_search,Germany,False,2024-05-01
u_178,ws_1576,michelle64@example.net,2025-04-23,free,admin,tech,11,organic,France,False,2025-06-14
u_179,ws_466,lynchjody@example.org,2025-08-21,enterprise,admin,finance,34,organic,USA,True,2025-12-31
u_180,ws_2295,josephmiller@example.org,2025-08-03,enterprise,member,finance,43,sales,USA,True,2025-12-31
u_181,ws_469,andreamoore@example.com,2025-05-07,professional,admin,retail,46,sales,USA,True,2025-12-31
u_182,ws_2359,enorris@example.com,2024-11-04,free,member,tech,25,sales,Germany,False,2025-01-15
u_183,ws_131,halljasmine@example.net,2024-04-30,free,owner,tech,10,sales,Canada,False,2024-05-26
u_184,ws_1062,ojones@example.com,2025-07-19,professional,guest,healthcare,13,sales,France,True,2025-12-31
u_185,ws_527,ronaldstephens@example.net,2025-11-15,free,admin,marketing,20,paid_search,UK,False,2026-02-10
u_186,ws_798,rebekahserrano@example.org,2025-05-14,professional,owner,tech,32,referral,Canada,True,2025-12-31
u_187,ws_1241,martinkyle@example.net,2025-10-10,starter,admin,healthcare,14,paid_search,UK,True,2025-12-31
u_188,ws_892,scott74@example.net,2025-01-21,enterprise,owner,finance,29,paid_search,USA,False,2025-04-04
u_189,ws_710,gbender@example.net,2025-09-15,free,admin,tech,19,referral,USA,False,2025-11-01
u_190,ws_416,mkim@example.org,2025-02-19,professional,guest,finance,23,paid_search,France,False,2025-05-14
u_191,ws_1544,mnavarro@example.com,2025-04-17,enterprise,guest,tech,22,paid_search,USA,True,2025-12-31
u_192,ws_1756,davissuzanne@example.net,2024-11-21,professional,admin,tech,27,sales,Australia,False,2025-01-28
u_193,ws_386,keyemily@example.com,2024-03-27,professional,guest,tech,7,organic,USA,False,2024-05-30
u_194,ws_734,hinesgregory@example.net,2025-02-24,professional,guest,finance,38,paid_search,USA,False,2025-04-10
u_195,ws_1663,lmoon@example.net,2025-04-16,free,owner,healthcare,14,referral,USA,False,2025-06-26
u_196,ws_380,fwalters@example.org,2024-09-24,professional,owner,healthcare,23,paid_search,Germany,True,2025-12-31
u_197,ws_2389,vbailey@example.com,2025-04-26,professional,admin,finance,41,organic,USA,True,2025-12-31
u_198,ws_2239,hodgemark@example.net,2024-11-15,starter,owner,tech,36,referral,Australia,True,2025-12-31
u_199,ws_96,zroberts@example.net,2025-05-10,free,owner,tech,18,referral,UK,False,2025-05-19
u_200,ws_272,gibsonleonard@example.com,2024-01-08,starter,owner,tech,35,organic,Australia,True,2025-12-31
u_201,ws_203,cordovarichard@example.net,2025-06-01,enterprise,admin,tech,45,organic,Canada,False,2025-08-20
u_202,ws_832,sandovalamy@example.com,2024-12-04,starter,admin,healthcare,20,organic,USA,False,2024-12-29
u_203,ws_1718,lopezmichael@example.com,2025-11-10,starter,member,tech,40,organic,Canada,True,2025-12-31
u_204,ws_1169,nwolf@example.com,2024-08-18,free,owner,tech,7,referral,USA,False,2024-09-25
u_205,ws_746,sarakim@example.net,2025-03-12,free,admin,tech,19,paid_search,USA,True,2025-12-31
u_206,ws_2191,omartinez@example.net,2025-08-10,enterprise,owner,retail,46,organic,UK,True,2025-12-31
u_207,ws_1796,jennifercollins@example.org,2024-09-24,free,admin,tech,7,sales,Germany,False,2024-12-19
u_208,ws_2440,hdavis@example.com,2025-05-03,professional,owner,education,35,sales,France,False,2025-06-17
u_209,ws_2273,hollanderic@example.net,2025-07-11,enterprise,member,retail,32,referral,Germany,True,2025-12-31
u_210,ws_1777,william46@example.com,2024-08-24,starter,admin,healthcare,49,organic,USA,True,2025-12-31
u_211,ws_1868,jsanchez@example.org,2025-07-06,professional,owner,tech,49,paid_search,USA,True,2025-12-31
u_212,ws_767,mlee@example.net,2025-12-21,professional,owner,finance,37,sales,UK,True,2025-12-31
u_213,ws_2305,michellehill@example.com,2025-04-24,free,member,marketing,48,organic,USA,False,2025-07-19
u_214,ws_1671,sarah84@example.org,2024-02-28,starter,member,retail,6,organic,Germany,False,2024-05-15
u_215,ws_2088,jessica99@example.net,2024-09-10,free,owner,education,30,organic,Canada,False,2024-11-18
u_216,ws_541,cgrimes@example.net,2025-08-07,professional,admin,tech,45,paid_search,USA,False,2025-10-31
u_217,ws_2340,jreed@example.net,2024-07-25,enterprise,admin,healthcare,43,sales,USA,False,2024-09-10
u_218,ws_426,ugibson@example.org,2024-07-28,free,owner,marketing,15,organic,USA,False,2024-08-28
u_219,ws_1284,ashleyhall@example.com,2024-03-17,free,member,finance,18,referral,France,True,2025-12-31
u_220,ws_2210,floresthomas@example.com,2024-01-15,professional,member,education,32,referral,UK,False,2024-04-06
u_221,ws_485,ymcneil@example.net,2025-03-24,professional,member,tech,40,referral,USA,True,2025-12-31
u_222,ws_258,tylerjohnson@example.net,2024-10-18,free,guest,education,15,organic,UK,False,2025-01-06
u_223,ws_2131,molly71@example.net,2024-03-17,enterprise,member,finance,29,referral,Canada,True,2025-12-31
u_224,ws_781,jsmith@example.com,2024-04-13,free,admin,tech,20,sales,UK,False,2024-05-30
u_225,ws_1501,charlesharrington@example.com,2025-12-23,free,owner,tech,46,paid_search,USA,True,2025-12-31
u_226,ws_502,cindy61@example.com,2024-11-11,free,member,tech,8,referral,France,False,2024-12-18
u_227,ws_1093,ofinley@example.net,2024-08-05,starter,member,tech,27,paid_search,France,True,2025-12-31
u_228,ws_1147,cbrennan@example.net,2024-01-19,starter,guest,marketing,29,paid_search,USA,False,2024-03-25
u_229,ws_1071,younggabrielle@example.com,2025-11-25,free,member,marketing,13,sales,USA,True,2025-12-31
u_230,ws_775,juliehamilton@example.org,2024-03-26,free,guest,healthcare,10,referral,USA,False,2024-03-28
u_231,ws_1780,wallaceheather@example.org,2025-04-13,free,admin,retail,5,sales,USA,False,2025-06-24
u_232,ws_623,nguyenbrian@example.com,2025-04-29,starter,member,tech,45,sales,USA,True,2025-12-31
u_233,ws_2481,ryan38@example.com,2025-03-25,starter,admin,marketing,33,paid_search,USA,True,2025-12-31
u_234,ws_960,georgemiller@example.com,2025-02-23,free,owner,tech,13,paid_search,Germany,False,2025-04-02
u_235,ws_1340,tyleraguilar@example.org,2024-06-22,starter,admin,tech,23,paid_search,USA,True,2025-12-31
u_236,ws_591,dlittle@example.com,2025-06-10,free,guest,finance,25,organic,USA,False,2025-07-23
u_237,ws_1592,nolansteven@example.com,2025-12-11,starter,member,marketing,14,referral,USA,True,2025-12-31
u_238,ws_1804,charleslandry@example.net,2024-10-29,professional,admin,tech,35,organic,USA,True,2025-12-31
u_239,ws_796,danielle64@example.com,2025-07-13,enterprise,admin,education,43,referral,Australia,True,2025-12-31
u_240,ws_1124,james67@example.org,2025-08-05,enterprise,admin,marketing,36,paid_search,Germany,True,2025-12-31
u_241,ws_709,patrickhoward@example.com,2024-08-15,enterprise,member,marketing,33,paid_search,UK,False,2024-09-24
u_242,ws_1686,andrew64@example.org,2024-07-29,enterprise,owner,tech,28,referral,Canada,False,2024-08-19
u_243,ws_1938,lozanojulie@example.com,2025-01-15,starter,member,tech,26,referral,UK,True,2025-12-31
u_244,ws_1331,catherinegomez@example.net,2024-03-10,enterprise,member,tech,24,paid_search,USA,True,2025-12-31
u_245,ws_480,christinebyrd@example.net,2024-05-23,enterprise,member,finance,32,sales,Canada,False,2024-08-08
u_246,ws_2372,courtneyberger@example.net,2025-11-01,enterprise,guest,marketing,45,referral,UK,True,2025-12-31
u_247,ws_866,parkerscott@example.net,2025-01-11,free,owner,finance,14,organic,Canada,False,2025-01-29
u_248,ws_30,jessica14@example.com,2024-02-28,free,owner,education,9,referral,Canada,True,2025-12-31
u_249,ws_1130,ithompson@example.net,2024-07-09,free,member,tech,1,paid_search,USA,False,2024-08-17
u_250,ws_565,alyssa42@example.com,2024-09-01,enterprise,member,marketing,21,organic,France,True,2025-12-31
u_251,ws_1859,scoffey@example.net,2024-01-25,professional,admin,education,26,paid_search,Australia,False,2024-01-29
u_252,ws_702,linda71@example.org,2024-06-23,professional,admin,retail,46,sales,Germany,True,2025-12-31
u_253,ws_1424,michelleramsey@example.com,2025-01-16,professional,admin,tech,6,organic,Australia,True,2025-12-31
u_254,ws_1578,christopher60@example.com,2025-09-14,enterprise,admin,education,35,sales,France,True,2025-12-31
u_255,ws_390,gibsonemily@example.net,2025-11-06,starter,member,marketing,35,referral,UK,True,2025-12-31
u_256,ws_1319,brenda51@example.net,2025-04-11,free,owner,education,20,sales,France,False,2025-06-05
u_257,ws_1896,thomasharvey@example.net,2025-05-05,starter,admin,finance,38,organic,UK,False,2025-07-24
u_258,ws_1719,rose31@example.net,2025-03-03,free,admin,healthcare,4,paid_search,USA,False,2025-05-16
u_259,ws_835,tblankenship@example.net,2025-09-30,free,guest,retail,3,referral,Germany,True,2025-12-31
